8-1, time: 2729, pathlen: 9364, saved: 16
55-78, time: 3822, pathlen: 9324, saved: 56
56-78, time: 3601, pathlen: 9380, saved: 0
58-78, time: 3724, pathlen: 9378, saved: 2
60-78, time: 3829, pathlen: 9380, saved: 0
61-78, time: 4065, pathlen: 9352, saved: 28
62-78, time: 3565, pathlen: 9354, saved: 26
63-78, time: 3548, pathlen: 9356, saved: 24
64-78, time: 3734, pathlen: 9358, saved: 22
65-78, time: 3770, pathlen: 9360, saved: 20
66-78, time: 3656, pathlen: 9380, saved: 0
68-78, time: 3621, pathlen: 9380, saved: 0
69-78, time: 3849, pathlen: 9380, saved: 0
70-78, time: 3610, pathlen: 9380, saved: 0
71-78, time: 2781, pathlen: 4148, saved: 5232
72-78, time: 3465, pathlen: 9380, saved: 0
73-78, time: 3805, pathlen: 9360, saved: 20
74-78, time: 3676, pathlen: 9362, saved: 18
75-78, time: 3563, pathlen: 9364, saved: 16
76-78, time: 3813, pathlen: 9366, saved: 14
77-78, time: 3684, pathlen: 9368, saved: 12
78-78, time: 3734, pathlen: 9370, saved: 10
79-78, time: 3365, pathlen: 9372, saved: 8
80-78, time: 3834, pathlen: 9374, saved: 6
81-78, time: 3757, pathlen: 9376, saved: 4
82-78, time: 3800, pathlen: 9378, saved: 2
84-78, time: 3471, pathlen: 9346, saved: 34
86-78, time: 3651, pathlen: 9378, saved: 2
88-78, time: 3792, pathlen: 9374, saved: 6
90-78, time: 3602, pathlen: 9378, saved: 2
92-78, time: 3431, pathlen: 9378, saved: 2
94-78, time: 3711, pathlen: 9366, saved: 14
96-78, time: 3858, pathlen: 9378, saved: 2
97-78, time: 3658, pathlen: 9376, saved: 4
98-78, time: 3578, pathlen: 9374, saved: 6
99-78, time: 3760, pathlen: 9372, saved: 8
100-78, time: 3823, pathlen: 9380, saved: 0
101-78, time: 3844, pathlen: 9168, saved: 212
102-78, time: 3530, pathlen: 9380, saved: 0
104-78, time: 3875, pathlen: 9380, saved: 0
105-78, time: 3792, pathlen: 9356, saved: 24
106-78, time: 3657, pathlen: 9358, saved: 22
107-78, time: 3446, pathlen: 9360, saved: 20
108-78, time: 3736, pathlen: 9362, saved: 18
109-78, time: 3840, pathlen: 9364, saved: 16
110-78, time: 3790, pathlen: 9380, saved: 0
112-78, time: 3709, pathlen: 9380, saved: 0
113-78, time: 3390, pathlen: 9380, saved: 0
114-78, time: 3857, pathlen: 9380, saved: 0
115-78, time: 3690, pathlen: 8992, saved: 388
116-78, time: 3589, pathlen: 9380, saved: 0
117-78, time: 3306, pathlen: 8984, saved: 396
118-78, time: 3784, pathlen: 9380, saved: 0
119-78, time: 3553, pathlen: 8968, saved: 412
120-78, time: 3805, pathlen: 9380, saved: 0
122-78, time: 3694, pathlen: 9380, saved: 0
123-78, time: 3769, pathlen: 9368, saved: 12
124-78, time: 3825, pathlen: 9380, saved: 0
125-78, time: 3517, pathlen: 9376, saved: 4
126-78, time: 3663, pathlen: 9378, saved: 2
128-78, time: 3892, pathlen: 9354, saved: 26
130-78, time: 3553, pathlen: 9380, saved: 0
131-78, time: 3521, pathlen: 9356, saved: 24
132-78, time: 3674, pathlen: 9358, saved: 22
133-78, time: 3710, pathlen: 9360, saved: 20
134-78, time: 3736, pathlen: 9362, saved: 18
135-78, time: 3628, pathlen: 9364, saved: 16
136-78, time: 3872, pathlen: 9366, saved: 14
137-78, time: 3650, pathlen: 9368, saved: 12
138-78, time: 4014, pathlen: 9380, saved: 0
2-79, time: 3549, pathlen: 9372, saved: 8
4-79, time: 3641, pathlen: 9348, saved: 32
8-79, time: 3817, pathlen: 9376, saved: 4
14-79, time: 3689, pathlen: 9260, saved: 120
18-79, time: 3430, pathlen: 9380, saved: 0
19-79, time: 3477, pathlen: 9380, saved: 0
20-79, time: 3817, pathlen: 9380, saved: 0
26-79, time: 3731, pathlen: 9356, saved: 24
30-79, time: 3438, pathlen: 9164, saved: 216
38-79, time: 3826, pathlen: 9376, saved: 4
42-79, time: 3915, pathlen: 9376, saved: 4
48-79, time: 3693, pathlen: 9328, saved: 52
52-79, time: 3326, pathlen: 9372, saved: 8
54-79, time: 3841, pathlen: 9320, saved: 60
58-79, time: 3788, pathlen: 9376, saved: 4
68-79, time: 3601, pathlen: 9380, saved: 0
69-79, time: 3563, pathlen: 9380, saved: 0
70-79, time: 3693, pathlen: 9380, saved: 0
84-79, time: 3715, pathlen: 9348, saved: 32
86-79, time: 3704, pathlen: 9376, saved: 4
88-79, time: 3489, pathlen: 9376, saved: 4
90-79, time: 3801, pathlen: 9376, saved: 4
94-79, time: 3751, pathlen: 9364, saved: 16
102-79, time: 3731, pathlen: 9164, saved: 216
110-79, time: 3668, pathlen: 9368, saved: 12
112-79, time: 3646, pathlen: 9380, saved: 0
113-79, time: 3704, pathlen: 9380, saved: 0
114-79, time: 3585, pathlen: 9380, saved: 0
118-79, time: 3467, pathlen: 9368, saved: 12
122-79, time: 3682, pathlen: 9364, saved: 16
128-79, time: 3585, pathlen: 9356, saved: 24
130-79, time: 3827, pathlen: 9272, saved: 108
138-79, time: 3482, pathlen: 9376, saved: 4
2-80, time: 3818, pathlen: 9370, saved: 10
4-80, time: 3808, pathlen: 9350, saved: 30
6-80, time: 3625, pathlen: 9378, saved: 2
7-80, time: 3537, pathlen: 9376, saved: 4
8-80, time: 3866, pathlen: 9380, saved: 0
9-80, time: 3584, pathlen: 9368, saved: 12
10-80, time: 3806, pathlen: 9380, saved: 0
11-80, time: 3536, pathlen: 9376, saved: 4
12-80, time: 3547, pathlen: 9378, saved: 2
14-80, time: 3695, pathlen: 9262, saved: 118
16-80, time: 3639, pathlen: 9378, saved: 2
18-80, time: 3911, pathlen: 9380, saved: 0
19-80, time: 3435, pathlen: 9380, saved: 0
20-80, time: 3854, pathlen: 9380, saved: 0
21-80, time: 3635, pathlen: 9368, saved: 12
22-80, time: 3457, pathlen: 9380, saved: 0
23-80, time: 3388, pathlen: 9376, saved: 4
24-80, time: 3499, pathlen: 9378, saved: 2
26-80, time: 3621, pathlen: 9354, saved: 26
28-80, time: 3523, pathlen: 9378, saved: 2
29-80, time: 3804, pathlen: 9376, saved: 4
30-80, time: 3399, pathlen: 9380, saved: 0
31-80, time: 3531, pathlen: 9172, saved: 208
32-80, time: 2480, pathlen: 9380, saved: 0
33-80, time: 2505, pathlen: 9340, saved: 40
34-80, time: 2698, pathlen: 9342, saved: 38
35-80, time: 2523, pathlen: 9344, saved: 36
36-80, time: 2518, pathlen: 9346, saved: 34
37-80, time: 2521, pathlen: 9348, saved: 32
38-80, time: 2598, pathlen: 9380, saved: 0
39-80, time: 2578, pathlen: 9356, saved: 24
40-80, time: 2532, pathlen: 9380, saved: 0
41-80, time: 2476, pathlen: 9364, saved: 16
42-80, time: 2647, pathlen: 9380, saved: 0
43-80, time: 2558, pathlen: 9372, saved: 8
44-80, time: 2561, pathlen: 9374, saved: 6
45-80, time: 2483, pathlen: 9376, saved: 4
46-80, time: 2751, pathlen: 9378, saved: 2
48-80, time: 2574, pathlen: 9330, saved: 50
50-80, time: 2498, pathlen: 9378, saved: 2
52-80, time: 2444, pathlen: 9374, saved: 6
54-80, time: 2586, pathlen: 9318, saved: 62
56-80, time: 2699, pathlen: 9380, saved: 0
57-80, time: 2507, pathlen: 7664, saved: 1716
58-80, time: 2539, pathlen: 9380, saved: 0
59-80, time: 3342, pathlen: 7656, saved: 1724
60-80, time: 3745, pathlen: 7654, saved: 1726
61-80, time: 3417, pathlen: 7652, saved: 1728
62-80, time: 3338, pathlen: 7650, saved: 1730
63-80, time: 3545, pathlen: 7648, saved: 1732
64-80, time: 3503, pathlen: 7646, saved: 1734
65-80, time: 3276, pathlen: 7644, saved: 1736
66-80, time: 3854, pathlen: 9380, saved: 0
67-80, time: 3436, pathlen: 7504, saved: 1876
68-80, time: 3886, pathlen: 9380, saved: 0
69-80, time: 3847, pathlen: 9380, saved: 0
70-80, time: 3685, pathlen: 9380, saved: 0
72-80, time: 3663, pathlen: 9378, saved: 2
73-80, time: 3649, pathlen: 9376, saved: 4
74-80, time: 3571, pathlen: 9374, saved: 6
75-80, time: 3355, pathlen: 9372, saved: 8
76-80, time: 3760, pathlen: 9370, saved: 10
77-80, time: 3843, pathlen: 9368, saved: 12
78-80, time: 3716, pathlen: 9366, saved: 14
79-80, time: 3864, pathlen: 9364, saved: 16
80-80, time: 3749, pathlen: 9362, saved: 18
81-80, time: 3506, pathlen: 9360, saved: 20
82-80, time: 3725, pathlen: 9380, saved: 0
83-80, time: 3760, pathlen: 9352, saved: 28
84-80, time: 3773, pathlen: 9380, saved: 0
86-80, time: 3825, pathlen: 9374, saved: 6
88-80, time: 3581, pathlen: 9378, saved: 2
90-80, time: 3758, pathlen: 9380, saved: 0
91-80, time: 3965, pathlen: 9380, saved: 0
92-80, time: 3742, pathlen: 9380, saved: 0
93-80, time: 3625, pathlen: 9320, saved: 60
94-80, time: 3511, pathlen: 9380, saved: 0
95-80, time: 3724, pathlen: 9340, saved: 40
96-80, time: 4003, pathlen: 9380, saved: 0
97-80, time: 3768, pathlen: 9348, saved: 32
98-80, time: 3723, pathlen: 9350, saved: 30
99-80, time: 3643, pathlen: 9352, saved: 28
100-80, time: 3726, pathlen: 9380, saved: 0
102-80, time: 3484, pathlen: 9380, saved: 0
103-80, time: 3573, pathlen: 9156, saved: 224
104-80, time: 3441, pathlen: 9154, saved: 226
105-80, time: 3809, pathlen: 9152, saved: 228
106-80, time: 3509, pathlen: 9150, saved: 230
107-80, time: 3590, pathlen: 9148, saved: 232
108-80, time: 3714, pathlen: 9380, saved: 0
110-80, time: 3686, pathlen: 9370, saved: 10
112-80, time: 3545, pathlen: 9380, saved: 0
113-80, time: 3642, pathlen: 9380, saved: 0
114-80, time: 3963, pathlen: 9380, saved: 0
116-80, time: 3378, pathlen: 9378, saved: 2
118-80, time: 2929, pathlen: 9370, saved: 10
120-80, time: 2568, pathlen: 9380, saved: 0
121-80, time: 2621, pathlen: 9360, saved: 20
122-80, time: 2694, pathlen: 9380, saved: 0
124-80, time: 2580, pathlen: 9380, saved: 0
125-80, time: 2646, pathlen: 9368, saved: 12
126-80, time: 2563, pathlen: 9366, saved: 14
127-80, time: 2654, pathlen: 9364, saved: 16
128-80, time: 2602, pathlen: 9380, saved: 0
130-80, time: 2701, pathlen: 9270, saved: 110
132-80, time: 3217, pathlen: 9378, saved: 2
133-80, time: 3624, pathlen: 9376, saved: 4
134-80, time: 3433, pathlen: 9374, saved: 6
135-80, time: 3634, pathlen: 9372, saved: 8
136-80, time: 3842, pathlen: 9380, saved: 0
138-80, time: 3887, pathlen: 9378, saved: 2
2-81, time: 3622, pathlen: 9368, saved: 12
4-81, time: 3754, pathlen: 9352, saved: 28
10-81, time: 3981, pathlen: 9360, saved: 20
14-81, time: 3828, pathlen: 9264, saved: 116
16-81, time: 3440, pathlen: 9376, saved: 4
22-81, time: 3780, pathlen: 9376, saved: 4
26-81, time: 3727, pathlen: 9352, saved: 28
32-81, time: 3705, pathlen: 9216, saved: 164
40-81, time: 3567, pathlen: 9376, saved: 4
48-81, time: 3704, pathlen: 9332, saved: 48
50-81, time: 3916, pathlen: 9376, saved: 4
52-81, time: 3939, pathlen: 9376, saved: 4
54-81, time: 3435, pathlen: 9316, saved: 64
56-81, time: 3407, pathlen: 7668, saved: 1712
66-81, time: 3802, pathlen: 9244, saved: 136
70-81, time: 2422, pathlen: 2260, saved: 7120
82-81, time: 3713, pathlen: 9376, saved: 4
86-81, time: 3780, pathlen: 9372, saved: 8
90-81, time: 3937, pathlen: 9380, saved: 0
91-81, time: 3597, pathlen: 9380, saved: 0
92-81, time: 3589, pathlen: 9380, saved: 0
96-81, time: 3566, pathlen: 9376, saved: 4
100-81, time: 3721, pathlen: 9356, saved: 24
102-81, time: 3527, pathlen: 9376, saved: 4
108-81, time: 3821, pathlen: 9144, saved: 236
110-81, time: 3675, pathlen: 9372, saved: 8
114-81, time: 3678, pathlen: 9032, saved: 348
116-81, time: 3820, pathlen: 9376, saved: 4
118-81, time: 3661, pathlen: 9372, saved: 8
120-81, time: 3783, pathlen: 9356, saved: 24
124-81, time: 3758, pathlen: 9372, saved: 8
128-81, time: 3666, pathlen: 9376, saved: 4
130-81, time: 3567, pathlen: 9268, saved: 112
136-81, time: 3571, pathlen: 9368, saved: 12
2-82, time: 3744, pathlen: 9366, saved: 14
4-82, time: 3790, pathlen: 9380, saved: 0
5-82, time: 3506, pathlen: 9356, saved: 24
6-82, time: 3591, pathlen: 9358, saved: 22
7-82, time: 3826, pathlen: 9360, saved: 20
8-82, time: 3737, pathlen: 9380, saved: 0
10-82, time: 3566, pathlen: 9358, saved: 22
12-82, time: 3578, pathlen: 9380, saved: 0
13-82, time: 3822, pathlen: 9380, saved: 0
14-82, time: 3563, pathlen: 9380, saved: 0
16-82, time: 3566, pathlen: 9380, saved: 0
17-82, time: 3437, pathlen: 9372, saved: 8
18-82, time: 3798, pathlen: 9370, saved: 10
19-82, time: 3888, pathlen: 9368, saved: 12
20-82, time: 3579, pathlen: 9380, saved: 0
22-82, time: 3504, pathlen: 9378, saved: 2
24-82, time: 3919, pathlen: 9380, saved: 0
25-82, time: 3756, pathlen: 9348, saved: 32
26-82, time: 3686, pathlen: 9380, saved: 0
27-82, time: 3629, pathlen: 9316, saved: 64
28-82, time: 3778, pathlen: 9314, saved: 66
29-82, time: 3763, pathlen: 9312, saved: 68
30-82, time: 3552, pathlen: 9380, saved: 0
32-82, time: 3664, pathlen: 9218, saved: 162
34-82, time: 3787, pathlen: 9378, saved: 2
35-82, time: 3707, pathlen: 9376, saved: 4
36-82, time: 3612, pathlen: 9380, saved: 0
37-82, time: 3796, pathlen: 9380, saved: 0
38-82, time: 3873, pathlen: 9380, saved: 0
40-82, time: 3731, pathlen: 9378, saved: 2
42-82, time: 3410, pathlen: 9380, saved: 0
43-82, time: 3444, pathlen: 9352, saved: 28
44-82, time: 3715, pathlen: 9350, saved: 30
45-82, time: 3773, pathlen: 9348, saved: 32
46-82, time: 3706, pathlen: 9380, saved: 0
47-82, time: 3621, pathlen: 9380, saved: 0
48-82, time: 3875, pathlen: 9380, saved: 0
50-82, time: 3652, pathlen: 9374, saved: 6
52-82, time: 3461, pathlen: 9378, saved: 2
54-82, time: 3478, pathlen: 9314, saved: 66
56-82, time: 3353, pathlen: 7670, saved: 1710
58-82, time: 3397, pathlen: 9380, saved: 0
59-82, time: 3371, pathlen: 9368, saved: 12
60-82, time: 3798, pathlen: 9370, saved: 10
61-82, time: 3532, pathlen: 9372, saved: 8
62-82, time: 3617, pathlen: 9374, saved: 6
63-82, time: 3505, pathlen: 9376, saved: 4
64-82, time: 3475, pathlen: 9378, saved: 2
66-82, time: 3896, pathlen: 9246, saved: 134
68-82, time: 3680, pathlen: 9378, saved: 2
70-82, time: 3620, pathlen: 9380, saved: 0
71-82, time: 3746, pathlen: 9380, saved: 0
72-82, time: 3887, pathlen: 9380, saved: 0
73-82, time: 2513, pathlen: 2180, saved: 7200
74-82, time: 2492, pathlen: 2178, saved: 7202
75-82, time: 2317, pathlen: 2176, saved: 7204
76-82, time: 2389, pathlen: 2174, saved: 7206
77-82, time: 2350, pathlen: 2172, saved: 7208
78-82, time: 3780, pathlen: 9380, saved: 0
79-82, time: 3557, pathlen: 9380, saved: 0
80-82, time: 3813, pathlen: 9380, saved: 0
82-82, time: 3625, pathlen: 9378, saved: 2
84-82, time: 3396, pathlen: 9380, saved: 0
85-82, time: 3396, pathlen: 9288, saved: 92
86-82, time: 3888, pathlen: 9380, saved: 0
87-82, time: 3925, pathlen: 9300, saved: 80
88-82, time: 3547, pathlen: 9302, saved: 78
89-82, time: 3512, pathlen: 9304, saved: 76
90-82, time: 3829, pathlen: 9380, saved: 0
91-82, time: 3971, pathlen: 9380, saved: 0
92-82, time: 3703, pathlen: 9380, saved: 0
94-82, time: 3750, pathlen: 9378, saved: 2
96-82, time: 3955, pathlen: 9378, saved: 2
98-82, time: 3717, pathlen: 9378, saved: 2
100-82, time: 3583, pathlen: 9358, saved: 22
102-82, time: 3756, pathlen: 9378, saved: 2
104-82, time: 3615, pathlen: 9380, saved: 0
105-82, time: 3702, pathlen: 9376, saved: 4
106-82, time: 3902, pathlen: 9378, saved: 2
108-82, time: 3670, pathlen: 9142, saved: 238
110-82, time: 3820, pathlen: 9380, saved: 0
111-82, time: 3729, pathlen: 9376, saved: 4
112-82, time: 3355, pathlen: 9378, saved: 2
114-82, time: 3610, pathlen: 9034, saved: 346
116-82, time: 3715, pathlen: 9374, saved: 6
118-82, time: 3697, pathlen: 9374, saved: 6
120-82, time: 3526, pathlen: 9354, saved: 26
122-82, time: 3589, pathlen: 9378, saved: 2
123-82, time: 3843, pathlen: 9376, saved: 4
124-82, time: 3708, pathlen: 9380, saved: 0
126-82, time: 3528, pathlen: 9378, saved: 2
128-82, time: 3548, pathlen: 9378, saved: 2
130-82, time: 3822, pathlen: 9380, saved: 0
131-82, time: 3978, pathlen: 9372, saved: 8
132-82, time: 3539, pathlen: 9374, saved: 6
133-82, time: 3519, pathlen: 9376, saved: 4
134-82, time: 3755, pathlen: 9378, saved: 2
136-82, time: 3628, pathlen: 9380, saved: 0
137-82, time: 3557, pathlen: 9336, saved: 44
138-82, time: 3754, pathlen: 9334, saved: 46
139-82, time: 3637, pathlen: 9332, saved: 48
2-83, time: 3848, pathlen: 9364, saved: 16
8-83, time: 3342, pathlen: 9364, saved: 16
10-83, time: 3712, pathlen: 9356, saved: 24
12-83, time: 3714, pathlen: 9380, saved: 0
13-83, time: 3890, pathlen: 9380, saved: 0
14-83, time: 3486, pathlen: 9380, saved: 0
20-83, time: 3691, pathlen: 9364, saved: 16
24-83, time: 3824, pathlen: 9352, saved: 28
30-83, time: 3871, pathlen: 9308, saved: 72
32-83, time: 3693, pathlen: 9220, saved: 160
36-83, time: 3910, pathlen: 9380, saved: 0
37-83, time: 3800, pathlen: 9380, saved: 0
38-83, time: 3745, pathlen: 9380, saved: 0
42-83, time: 3568, pathlen: 9356, saved: 24
46-83, time: 3590, pathlen: 9380, saved: 0
47-83, time: 3708, pathlen: 9380, saved: 0
48-83, time: 3584, pathlen: 9380, saved: 0
50-83, time: 3577, pathlen: 9372, saved: 8
54-83, time: 3663, pathlen: 9312, saved: 68
56-83, time: 3212, pathlen: 7672, saved: 1708
58-83, time: 3949, pathlen: 9364, saved: 16
66-83, time: 3485, pathlen: 9248, saved: 132
68-83, time: 3635, pathlen: 9376, saved: 4
70-83, time: 3706, pathlen: 9380, saved: 0
71-83, time: 3765, pathlen: 9380, saved: 0
72-83, time: 3798, pathlen: 9380, saved: 0
78-83, time: 3651, pathlen: 9380, saved: 0
79-83, time: 3776, pathlen: 9380, saved: 0
80-83, time: 3673, pathlen: 9380, saved: 0
84-83, time: 3651, pathlen: 9284, saved: 96
94-83, time: 3585, pathlen: 9376, saved: 4
98-83, time: 3682, pathlen: 9376, saved: 4
100-83, time: 3781, pathlen: 9360, saved: 20
104-83, time: 3714, pathlen: 9372, saved: 8
108-83, time: 3803, pathlen: 9140, saved: 240
114-83, time: 3685, pathlen: 9036, saved: 344
116-83, time: 3687, pathlen: 9372, saved: 8
118-83, time: 3559, pathlen: 9376, saved: 4
120-83, time: 3602, pathlen: 9352, saved: 28
126-83, time: 3646, pathlen: 9376, saved: 4
130-83, time: 3723, pathlen: 9256, saved: 124
136-83, time: 3308, pathlen: 9352, saved: 28
2-84, time: 3734, pathlen: 9380, saved: 0
3-84, time: 3926, pathlen: 9360, saved: 20
4-84, time: 3667, pathlen: 9380, saved: 0
5-84, time: 3333, pathlen: 9376, saved: 4
6-84, time: 3729, pathlen: 9378, saved: 2
8-84, time: 3693, pathlen: 9366, saved: 14
10-84, time: 3830, pathlen: 9354, saved: 26
12-84, time: 3660, pathlen: 9380, saved: 0
13-84, time: 3630, pathlen: 9380, saved: 0
14-84, time: 3709, pathlen: 9380, saved: 0
15-84, time: 3593, pathlen: 9332, saved: 48
16-84, time: 3952, pathlen: 9334, saved: 46
17-84, time: 3815, pathlen: 9336, saved: 44
18-84, time: 3609, pathlen: 9380, saved: 0
20-84, time: 3702, pathlen: 9380, saved: 0
21-84, time: 3640, pathlen: 9360, saved: 20
22-84, time: 3698, pathlen: 9358, saved: 22
23-84, time: 3905, pathlen: 9356, saved: 24
24-84, time: 3623, pathlen: 9380, saved: 0
26-84, time: 3554, pathlen: 9380, saved: 0
27-84, time: 3643, pathlen: 9380, saved: 0
28-84, time: 3644, pathlen: 9380, saved: 0
30-84, time: 3821, pathlen: 9306, saved: 74
32-84, time: 3505, pathlen: 9380, saved: 0
33-84, time: 3432, pathlen: 9224, saved: 156
34-84, time: 3655, pathlen: 9380, saved: 0
36-84, time: 3465, pathlen: 9380, saved: 0
37-84, time: 3532, pathlen: 9380, saved: 0
38-84, time: 3709, pathlen: 9380, saved: 0
39-84, time: 3553, pathlen: 9364, saved: 16
40-84, time: 3489, pathlen: 9362, saved: 18
41-84, time: 3438, pathlen: 9360, saved: 20
42-84, time: 3815, pathlen: 9380, saved: 0
44-84, time: 3746, pathlen: 9378, saved: 2
46-84, time: 3748, pathlen: 9380, saved: 0
47-84, time: 3435, pathlen: 9380, saved: 0
48-84, time: 3558, pathlen: 9380, saved: 0
50-84, time: 3908, pathlen: 9380, saved: 0
51-84, time: 3540, pathlen: 9300, saved: 80
52-84, time: 3317, pathlen: 9302, saved: 78
53-84, time: 3636, pathlen: 9304, saved: 76
54-84, time: 3766, pathlen: 9380, saved: 0
56-84, time: 3464, pathlen: 7674, saved: 1706
58-84, time: 3732, pathlen: 9362, saved: 18
60-84, time: 3885, pathlen: 9378, saved: 2
61-84, time: 3844, pathlen: 9376, saved: 4
62-84, time: 3654, pathlen: 9374, saved: 6
63-84, time: 3807, pathlen: 9372, saved: 8
64-84, time: 3646, pathlen: 9380, saved: 0
65-84, time: 3842, pathlen: 9252, saved: 128
66-84, time: 3784, pathlen: 9380, saved: 0
68-84, time: 3583, pathlen: 9374, saved: 6
70-84, time: 3449, pathlen: 9380, saved: 0
71-84, time: 3802, pathlen: 9380, saved: 0
72-84, time: 3597, pathlen: 9380, saved: 0
74-84, time: 3678, pathlen: 9380, saved: 0
75-84, time: 3674, pathlen: 9376, saved: 4
76-84, time: 3765, pathlen: 9378, saved: 2
78-84, time: 3750, pathlen: 9380, saved: 0
79-84, time: 3484, pathlen: 9380, saved: 0
80-84, time: 3488, pathlen: 9380, saved: 0
81-84, time: 2390, pathlen: 1704, saved: 7676
82-84, time: 3652, pathlen: 9380, saved: 0
83-84, time: 3906, pathlen: 9380, saved: 0
84-84, time: 3534, pathlen: 9380, saved: 0
86-84, time: 3737, pathlen: 9378, saved: 2
87-84, time: 3550, pathlen: 9376, saved: 4
88-84, time: 3737, pathlen: 9374, saved: 6
89-84, time: 3605, pathlen: 9372, saved: 8
90-84, time: 3881, pathlen: 9370, saved: 10
91-84, time: 3683, pathlen: 9368, saved: 12
92-84, time: 3293, pathlen: 9380, saved: 0
93-84, time: 3533, pathlen: 9360, saved: 20
94-84, time: 3699, pathlen: 9380, saved: 0
95-84, time: 3656, pathlen: 9352, saved: 28
96-84, time: 3464, pathlen: 9350, saved: 30
97-84, time: 3643, pathlen: 9348, saved: 32
98-84, time: 3829, pathlen: 9380, saved: 0
100-84, time: 3549, pathlen: 9380, saved: 0
101-84, time: 3492, pathlen: 9364, saved: 16
102-84, time: 3586, pathlen: 9366, saved: 14
103-84, time: 3833, pathlen: 9368, saved: 12
104-84, time: 3644, pathlen: 9380, saved: 0
106-84, time: 3394, pathlen: 9380, saved: 0
107-84, time: 3452, pathlen: 9296, saved: 84
108-84, time: 3445, pathlen: 9380, saved: 0
109-84, time: 3479, pathlen: 9052, saved: 328
110-84, time: 3716, pathlen: 9380, saved: 0
111-84, time: 3341, pathlen: 9380, saved: 0
112-84, time: 3964, pathlen: 9380, saved: 0
113-84, time: 3429, pathlen: 9040, saved: 340
114-84, time: 3628, pathlen: 9380, saved: 0
116-84, time: 3669, pathlen: 9370, saved: 10
118-84, time: 3796, pathlen: 9378, saved: 2
120-84, time: 3471, pathlen: 9380, saved: 0
121-84, time: 3534, pathlen: 9176, saved: 204
122-84, time: 3332, pathlen: 9178, saved: 202
123-84, time: 3768, pathlen: 9180, saved: 200
124-84, time: 3829, pathlen: 9380, saved: 0
125-84, time: 3319, pathlen: 9188, saved: 192
126-84, time: 3535, pathlen: 9380, saved: 0
127-84, time: 3645, pathlen: 9196, saved: 184
128-84, time: 3867, pathlen: 9380, saved: 0
129-84, time: 3515, pathlen: 9252, saved: 128
130-84, time: 3318, pathlen: 9380, saved: 0
132-84, time: 3668, pathlen: 9380, saved: 0
133-84, time: 3756, pathlen: 9380, saved: 0
134-84, time: 3697, pathlen: 9380, saved: 0
135-84, time: 3407, pathlen: 9356, saved: 24
136-84, time: 3759, pathlen: 9380, saved: 0
138-84, time: 3877, pathlen: 9378, saved: 2
4-85, time: 3832, pathlen: 9352, saved: 28
8-85, time: 3221, pathlen: 9368, saved: 12
10-85, time: 3905, pathlen: 9352, saved: 28
14-85, time: 3215, pathlen: 9324, saved: 56
18-85, time: 3576, pathlen: 9340, saved: 40
26-85, time: 3389, pathlen: 9380, saved: 0
27-85, time: 3581, pathlen: 9380, saved: 0
28-85, time: 3717, pathlen: 9380, saved: 0
30-85, time: 3273, pathlen: 9304, saved: 76
34-85, time: 3696, pathlen: 9228, saved: 152
44-85, time: 3648, pathlen: 9376, saved: 4
48-85, time: 3421, pathlen: 9376, saved: 4
50-85, time: 3287, pathlen: 9288, saved: 92
54-85, time: 3529, pathlen: 9376, saved: 4
56-85, time: 3346, pathlen: 7676, saved: 1704
58-85, time: 3472, pathlen: 9360, saved: 20
64-85, time: 3395, pathlen: 9264, saved: 116
68-85, time: 3575, pathlen: 9372, saved: 8
72-85, time: 3732, pathlen: 9312, saved: 68
74-85, time: 3692, pathlen: 9372, saved: 8
78-85, time: 3429, pathlen: 8924, saved: 456
82-85, time: 3812, pathlen: 9380, saved: 0
83-85, time: 3491, pathlen: 9380, saved: 0
84-85, time: 3592, pathlen: 9380, saved: 0
92-85, time: 3550, pathlen: 9376, saved: 4
98-85, time: 3713, pathlen: 9340, saved: 40
106-85, time: 3717, pathlen: 9300, saved: 80
110-85, time: 3509, pathlen: 9380, saved: 0
111-85, time: 3641, pathlen: 9380, saved: 0
112-85, time: 3707, pathlen: 9380, saved: 0
116-85, time: 3801, pathlen: 9368, saved: 12
120-85, time: 3634, pathlen: 9144, saved: 236
124-85, time: 3667, pathlen: 9376, saved: 4
128-85, time: 3383, pathlen: 9328, saved: 52
132-85, time: 3768, pathlen: 9380, saved: 0
133-85, time: 3753, pathlen: 9380, saved: 0
134-85, time: 3544, pathlen: 9380, saved: 0
138-85, time: 3508, pathlen: 9376, saved: 4
1-86, time: 3753, pathlen: 9376, saved: 4
2-86, time: 3722, pathlen: 9378, saved: 2
4-86, time: 3330, pathlen: 9350, saved: 30
6-86, time: 3447, pathlen: 9378, saved: 2
7-86, time: 3474, pathlen: 9376, saved: 4
8-86, time: 3718, pathlen: 9380, saved: 0
10-86, time: 3478, pathlen: 9380, saved: 0
11-86, time: 3470, pathlen: 9376, saved: 4
12-86, time: 3711, pathlen: 9378, saved: 2
14-86, time: 3557, pathlen: 9326, saved: 54
16-86, time: 3154, pathlen: 9378, saved: 2
18-86, time: 3621, pathlen: 9380, saved: 0
19-86, time: 3706, pathlen: 9344, saved: 36
20-86, time: 3609, pathlen: 9346, saved: 34
21-86, time: 3384, pathlen: 9348, saved: 32
22-86, time: 3498, pathlen: 9350, saved: 30
23-86, time: 3928, pathlen: 9352, saved: 28
24-86, time: 3808, pathlen: 9354, saved: 26
25-86, time: 3486, pathlen: 9356, saved: 24
